date,OPEN,HIGH,LOW,CLOSE,VOLUME
01-03-2003,243.39,243.61,241.85,241.92,714
01-04-2003,242.49,242.74,242,242.25,830
01-05-2003,242.73,243.23,240.11,240.85,928
01-06-2003,240.49,240.96,238.26,238.41,226
01-07-2003,238.5,238.85,237.27,237.6,105
01-08-2003,238.26,239.43,238.22,239.11,242
01-09-2003,238.51,238.68,237.96,238.13,257
01-10-2003,237.98,238.12,237.9,238.05,511
01-11-2003,238.02,239.26,237.67,239.24,563
01-12-2003,239.37,239.83,238.68,238.96,814
1-13-03,240.19,240.2,236.71,236.9,800
1-14-03,236.97,237.61,236.48,237.58,560
1-15-03,237.74,238.43,237.52,238.38,800
1-16-03,239.08,239.97,238.95,239.69,365
1-17-03,239.67,241.46,239.23,240.93,365
1-18-03,242.03,242.13,238.94,239.13,192
1-19-03,239.02,239.3,237.76,237.93,492
1-20-03,237.73,238.89,237.53,238.58,485
1-21-03,238.58,239.12,238.46,238.82,944
1-22-03,238.99,239.33,238.42,238.67,909
1-23-03,238.68,239,236.82,237.18,840
1-24-03,237.21,238.26,236.86,238.07,947
1-25-03,238.7,238.82,238.03,238.09,535
1-26-03,238.76,238.99,238.7,238.84,608
1-27-03,239.2,239.52,238.28,238.59,596
1-28-03,238.21,240.9,237.83,240.76,160
1-29-03,240.95,241.06,240.41,240.41,185
1-30-03,241.43,242.03,239.68,240.26,759
1-31-03,239.77,239.84,238.94,239.03,111
02-01-2003,239.11,239.13,239.04,239.1,188
02-02-2003,238.51,239.19,238.5,239.01,102
02-03-2003,239.6,240.04,239.16,239.49,792
02-04-2003,239.58,240.19,239.2,239.97,232
02-05-2003,239.45,240.34,239.27,240.32,245
02-06-2003,241.02,241.35,238.97,239.29,898
02-07-2003,239.42,239.49,237.86,237.87,404
02-08-2003,237.97,238.57,237.68,238.55,327
02-09-2003,238.74,239.02,237,237.02,949
02-10-2003,237.6,237.93,236.74,236.87,562
02-11-2003,236.66,237.6,236.2,236.99,698
02-12-2003,238.69,238.76,236.26,236.34,956
2-13-03,235.85,237.1,235.48,237.05,965
2-14-03,236.86,237.07,236.73,237.02,256
2-15-03,236.92,237.9,236.91,237.67,821
2-16-03,237.06,237.44,236.01,236.3,386
2-17-03,235.88,236.04,234.83,235.22,143
2-18-03,235.43,235.69,234.68,234.98,464
2-19-03,235.05,235.23,232.95,233,404
2-20-03,232.79,232.97,232.25,232.51,415
2-21-03,233.46,233.68,231.45,231.47,193
2-22-03,231.46,231.76,230.14,230.3,337
2-23-03,229.26,232.03,228.89,231.77,522
2-24-03,232.65,232.92,232,232.34,322
2-25-03,232.17,233.86,231.83,233.75,989
2-26-03,233.64,233.81,231.36,231.76,868
2-27-03,231.99,232.48,231.98,232.23,271
2-28-03,232.54,233.41,232.38,233.24,854
03-01-2003,233.17,233.54,232.77,233.06,624
03-02-2003,233.15,233.29,232.92,232.96,573
03-03-2003,231.91,234.44,231.51,234.32,140
03-04-2003,234.31,235.02,234.19,235,182
03-05-2003,235.21,237.85,234.84,237.31,480
03-06-2003,237.65,237.83,236.41,236.56,460
03-07-2003,236.49,236.73,235.81,235.84,174
03-08-2003,236.15,236.36,235.98,236.31,918
03-09-2003,235.66,235.98,235.33,235.92,214
03-10-2003,236.34,236.44,236.1,236.39,246
03-11-2003,234.95,235.31,234.55,234.85,884
03-12-2003,234.04,237.18,233.83,236.89,561
3-13-03,237.07,237.07,235.44,235.73,561
3-14-03,235.18,235.53,233.29,233.99,669
3-15-03,233.15,236.63,232.79,236.19,563
3-16-03,236.05,237.26,235.79,236.92,645
3-17-03,236.61,237.32,235.67,235.95,772
3-18-03,235.86,236.58,235.84,236.45,557
3-19-03,236.1,236.27,234.9,234.99,684
3-20-03,234.73,235.3,233.01,233.06,688
3-21-03,233.56,233.71,233.03,233.48,894
3-22-03,233.11,234.08,233,233.71,574
3-23-03,234.14,234.99,233.72,234.75,504
3-24-03,234.85,237.87,234.83,237.66,519
3-25-03,237.61,237.93,236.75,237.12,167
3-26-03,236.73,236.89,235.44,236.05,520
3-27-03,236.33,236.72,236.13,236.33,138
3-28-03,236.48,236.55,235.26,235.48,448
3-29-03,235.57,235.67,235.12,235.38,639
3-30-03,234.78,235.37,234.66,234.82,510
3-31-03,235.22,237.33,234.98,237.11,696
04-01-2003,236.3,237.2,236.19,237.1,420
04-02-2003,237.75,237.83,237.01,237.16,455
04-03-2003,236.76,238.31,236.5,238.23,569
04-04-2003,238.63,238.76,236.26,236.9,528
04-05-2003,237.02,237.15,235.24,235.29,484
04-06-2003,235.29,235.76,234.93,235.43,137
04-07-2003,235.37,235.5,234.44,234.51,177
04-08-2003,234.27,234.86,234.09,234.71,268
04-09-2003,235.27,235.86,233.83,234.12,973
04-10-2003,234.33,234.7,232.33,232.53,745
04-11-2003,232.62,232.86,232.58,232.6,780
04-12-2003,232.79,235.33,232.33,235.27,125
4-13-03,235.52,235.66,234.14,234.35,900
4-14-03,234.58,234.8,234.54,234.74,667
4-15-03,233.87,234.71,233.67,234.67,594
4-16-03,234.39,235.8,234.27,235.31,372
4-17-03,235.41,235.9,235.06,235.88,683
4-18-03,236.16,236.43,236.05,236.38,302
4-19-03,236.08,236.34,235.58,236.24,880
4-20-03,236.4,236.5,235.07,235.09,332
4-21-03,234.46,234.73,234.21,234.27,706
4-22-03,234.42,234.95,234.22,234.82,900
4-23-03,234.4,234.73,231.82,232.73,681
4-24-03,232.7,235.15,232.66,234.72,426
4-25-03,234.99,236.12,234.72,235.92,292
4-26-03,235.77,236.43,235.74,236.19,911
4-27-03,235.07,236.83,234.44,236.74,912
4-28-03,235.94,235.96,235.09,235.61,212
4-29-03,235.19,235.59,233.89,234.34,982
4-30-03,233.9,234.21,233.22,234.04,178
05-01-2003,234.6,236.14,234.44,235.64,170
05-02-2003,235.97,236.28,234.28,234.32,507
05-03-2003,234.72,234.99,234.37,234.69,763
05-04-2003,234.09,235.04,233.96,234.56,624
05-05-2003,234.42,235.21,234.08,235.21,212
05-06-2003,234.42,236.72,234.29,236.69,542
05-07-2003,236.78,236.78,234.1,234.31,938
05-08-2003,234.27,235.93,234.03,235.68,551
05-09-2003,235.51,235.75,234.75,234.81,140
05-10-2003,235.16,235.94,235.04,235.92,936
05-11-2003,236.87,237.88,236.8,237.66,886
05-12-2003,237.34,237.39,236.17,236.23,996
5-13-03,236.37,237.19,236.06,236.89,198
5-14-03,236.8,237.71,236.68,237.42,215
5-15-03,237.34,238.78,237.25,238.72,263
5-16-03,238.73,239.21,238.67,238.94,969
5-17-03,238.05,238.23,237.44,237.45,924
5-18-03,237.28,237.36,236.69,237.08,743
5-19-03,237.2,237.2,236.3,236.3,195
5-20-03,236.23,238.86,235.83,238.68,771
5-21-03,238.61,238.71,238.28,238.56,849
5-22-03,237.45,237.95,237.01,237.85,493
5-23-03,238.23,238.85,236.68,236.96,771
5-24-03,237.42,237.82,237.09,237.14,834
5-25-03,237.24,238.28,237.1,238.28,736
5-26-03,237.84,238.58,237.83,238.51,859
5-27-03,239.31,239.47,237.49,237.53,451
5-28-03,237.61,238.02,237.49,237.84,120
5-29-03,237.51,238.33,237.3,238.25,162
5-30-03,237.58,238.99,237.3,238.64,399
5-31-03,239.33,239.44,237.62,238.03,873
06-01-2003,237.77,237.97,237.01,237.34,670
06-02-2003,238.08,239.72,238.04,239.13,143
06-03-2003,238.52,238.63,238.36,238.55,563
06-04-2003,239.14,239.17,238.59,238.94,192
06-05-2003,238.59,238.62,237.6,237.87,538
06-06-2003,237.34,237.6,235.87,236.09,496
06-07-2003,236.43,236.76,236.38,236.38,744
06-08-2003,235.74,236.3,235.46,236.09,317
06-09-2003,236.6,236.95,235.15,235.25,326
06-10-2003,235.92,236.27,234.9,235.33,919
06-11-2003,235.31,235.37,233.3,233.59,663
06-12-2003,233.46,234.45,232.87,234.28,957
6-13-03,233.71,234.01,233.6,233.79,236
6-14-03,233.99,235.7,233.81,235.66,103
6-15-03,235.3,235.35,234.07,234.36,205
6-16-03,234.47,234.63,234.4,234.58,444
6-17-03,234.44,234.91,234.15,234.82,385
6-18-03,234.77,235.43,234.61,235.17,763
6-19-03,235.04,235.46,234.07,234.28,653
6-20-03,234.04,234.54,233.68,234.51,184
6-21-03,233.76,234.23,233.4,233.44,289
6-22-03,233.01,234.13,232.76,234.02,719
6-23-03,233.97,235.16,233.57,234.97,189
6-24-03,235.52,235.71,233.64,233.66,755
6-25-03,233.18,233.2,232.91,233.16,498
6-26-03,233.62,233.64,231.94,232.19,706
6-27-03,232.07,234.21,231.96,234.18,597
6-28-03,233.42,233.49,231.84,231.95,895
6-29-03,232.15,232.42,231.97,232,936
6-30-03,232.36,233.03,231.94,232.5,692
07-01-2003,232.74,233.01,231.17,231.2,257
07-02-2003,229.89,231.25,229.62,231.21,216
07-03-2003,230.66,232.33,230.51,232.14,769
07-04-2003,232.34,232.66,229.95,230.43,282
07-05-2003,229.87,230.26,228.87,229.23,467
07-06-2003,229.34,229.99,229.21,229.7,465
07-07-2003,229.81,230.41,229.11,229.28,533
07-08-2003,229.56,229.68,227.86,228.08,660
07-09-2003,229.04,229.15,228.48,228.71,357
07-10-2003,228.97,230.27,228.82,229.67,630
07-11-2003,230.38,231.58,229.87,231.43,142
07-12-2003,231.36,231.64,229.94,230.02,126
7-13-03,229.96,230.29,229.05,229.09,450
7-14-03,229.38,229.85,228.86,228.96,875
7-15-03,229.2,230.83,229.02,230.79,800
7-16-03,230.62,230.64,228.04,228.37,773
7-17-03,227.74,229.65,227.43,229.62,478
7-18-03,230.44,230.54,228.6,228.85,116
7-19-03,228.8,229.29,227.64,227.8,578
7-20-03,228.25,228.58,225.93,226.1,637
7-21-03,225.95,228.09,225.45,228,776
7-22-03,227.97,229.21,227.83,228.63,556
7-23-03,228.85,228.95,228.28,228.64,665
7-24-03,229.21,229.64,227.45,227.58,977
7-25-03,227.79,230.62,227.28,230.53,703
7-26-03,230.35,230.46,228.79,228.99,341
7-27-03,229.82,230.68,229.73,230.5,928
7-28-03,230.03,231.49,229.63,231.38,552
7-29-03,231.25,233.27,230.78,233.03,909
7-30-03,232.79,233.91,232.65,233.71,921
7-31-03,233.32,234.7,232.97,234.59,396
08-01-2003,234.69,235.05,234.66,234.76,355
08-02-2003,235.02,236.63,234.95,236.62,948
08-03-2003,236.79,237.15,234.77,235.03,632
08-04-2003,235.27,235.51,233.54,234.02,589
08-05-2003,233.85,234.76,233.69,234.5,469
08-06-2003,235.26,235.29,233.03,233.06,904
08-07-2003,233.17,233.36,230.86,231,371
08-08-2003,230.54,230.62,230.18,230.32,905
08-09-2003,229.62,230.01,228.99,229.2,477
08-10-2003,229.01,230.43,228.91,230.12,294
08-11-2003,230.81,230.94,229.55,229.85,102
08-12-2003,228.73,229.6,228.23,229.54,528
8-13-03,230.32,231.19,230.29,230.89,771
8-14-03,230.89,231.57,230.83,231.45,285
8-15-03,231.36,231.48,230.66,230.86,819
8-16-03,230.79,231.41,230.43,230.77,552
8-17-03,229.89,231.94,229.81,231.76,681
8-18-03,232.83,233.18,230.95,231.03,776
8-19-03,230.83,231.76,230.45,231.68,766
8-20-03,231.44,232.09,228.96,229.27,448
8-21-03,229.59,229.66,226.97,227.38,865
8-22-03,227.1,228,226.58,227.22,938
8-23-03,227.26,228.13,227.16,228.07,263
8-24-03,227.64,229.28,227.59,229.21,156
8-25-03,229.6,229.86,228.09,228.25,273
8-26-03,227.86,229.75,227.62,229.49,668
8-27-03,229.33,231.19,228.9,231.17,401
8-28-03,232.22,232.56,230.9,231.3,720
8-29-03,231.69,232.94,231.48,232.53,121
8-30-03,232.65,232.68,232.28,232.4,257
8-31-03,233.16,233.55,232.09,232.24,507
09-01-2003,231.85,232.16,230.24,230.54,636
09-02-2003,230.44,231.28,230.29,230.6,543
09-03-2003,230.91,231.14,229.23,229.44,223
09-04-2003,229.88,230.09,228.44,229.14,344
09-05-2003,228.91,232.39,228.87,232.13,671
09-06-2003,231.78,232.17,231.54,231.66,552
09-07-2003,232.13,232.35,230.63,231.04,965
09-08-2003,230.48,230.82,229.89,230.25,404
09-09-2003,230.27,230.74,230.27,230.59,896
09-10-2003,230.69,232.69,230.43,232.67,547
09-11-2003,233.17,233.74,231.85,232,245
09-12-2003,231.22,231.33,230.42,230.7,738
9-13-03,230.35,230.54,229.86,230.48,916
9-14-03,230.6,230.98,230.53,230.85,157
9-15-03,231.33,232.55,231.26,232.07,520
9-16-03,232.18,232.56,231.96,232.13,553
9-17-03,232.19,232.77,231.83,232.21,842
9-18-03,232.04,234.68,231.7,234.17,258
9-19-03,235.13,235.15,234.16,234.44,389
9-20-03,233.29,233.51,231.94,232.44,802
9-21-03,232.31,232.39,230.95,230.96,979
9-22-03,231.26,233.03,231.25,233.01,632
9-23-03,233.48,233.56,232.59,232.82,711
9-24-03,233.5,233.77,231.15,231.17,105
9-25-03,231.35,231.37,230.16,230.37,110
9-26-03,231.12,231.97,230.74,231.32,270
9-27-03,230.83,230.87,229.49,229.98,961
9-28-03,229.82,230,229.32,229.46,347
9-29-03,229.24,229.56,228.77,229.04,684
9-30-03,229.16,230.62,229.04,230.48,265
10-01-2003,230.9,231.44,229.3,229.33,795
10-02-2003,229.92,230.99,229.64,230.87,977
10-03-2003,230.75,230.99,230.15,230.55,685
10-04-2003,231.05,231.29,229.78,229.9,251
10-05-2003,230.62,231.47,230.02,231.33,944
10-06-2003,231.82,232.26,231.51,231.64,875
10-07-2003,232.69,232.82,230.92,231.21,403
10-08-2003,231.34,231.42,229.74,230.19,338
10-09-2003,230.16,231.48,230.09,231.25,947
10-10-2003,231.3,233.23,231.27,233.2,395
10-11-2003,233.34,233.55,232.62,232.75,239
10-12-2003,232.31,232.69,231.6,231.77,962
10-13-03,231.15,232.52,231.12,232.29,851
10-14-03,233.29,233.53,232.41,232.52,684
10-15-03,231.81,232.45,231.65,231.98,826
10-16-03,231.51,231.75,230.76,231.09,132
10-17-03,231.08,233.48,230.98,233.16,113
10-18-03,233.17,233.65,233.04,233.64,935
10-19-03,233.7,234.09,233.31,233.57,223
10-20-03,233.66,233.68,232.58,233.42,833
10-21-03,233.58,235,233.05,234.69,693
10-22-03,234.2,234.33,233.34,233.71,299
10-23-03,234.11,234.99,234.1,234.41,661
10-24-03,235.27,235.48,233.39,233.73,727
10-25-03,233.27,235.13,233.17,235.12,178
10-26-03,234.15,237.51,233.99,236.89,552
10-27-03,236.66,238.61,236.51,238.33,906
10-28-03,237.78,240.53,237.32,240.17,654
10-29-03,240.1,240.29,238.43,238.79,146
10-30-03,239.54,239.77,239.27,239.29,107
10-31-03,239.87,240.03,237.94,238.01,183
11-01-2003,237.63,241.43,237.24,241.32,418
11-02-2003,241.07,241.31,240.9,241.27,502
11-03-2003,241.54,241.72,240.87,241.27,787
11-04-2003,241.18,241.2,239.5,239.71,852
11-05-2003,239.48,240.16,239.27,239.93,125
11-06-2003,239.39,240.84,239.36,240.78,987
11-07-2003,240.83,241.36,238.62,238.99,773
11-08-2003,238.7,240.7,238.69,240.64,588
11-09-2003,240.04,241.12,240.01,241.06,401
11-10-2003,240.62,240.99,240.53,240.57,414
11-11-2003,241.06,241.37,240.3,240.46,323
11-12-2003,240.68,240.74,238.56,238.78,239
11-13-03,238.87,239.16,238.55,238.68,539
11-14-03,238.16,240.81,238.11,240.74,658
11-15-03,240.85,241.35,239.22,239.29,587
11-16-03,238.58,240.73,238.39,240.62,967
11-17-03,240.05,240.19,239.52,239.62,633
11-18-03,239.78,240.54,239.74,240.04,691
11-19-03,240.13,240.61,239.34,239.34,382
11-20-03,239.22,239.35,237.62,238.05,629
11-21-03,238.04,241.61,237.6,241.47,518
11-22-03,241.14,241.42,239.51,240.28,820
11-23-03,240.5,243.13,240.18,242.64,619
11-24-03,242.86,245.79,242.73,245.61,156
11-25-03,245.79,246.5,245.46,246.46,806
11-26-03,246.51,246.98,245.15,245.23,646
11-27-03,247.12,247.47,243,243.39,819
11-28-03,244.45,244.77,243.81,244.28,709
11-29-03,243.99,245.05,243.73,244.87,158
11-30-03,245.01,245.19,244.42,245.17,449
12-01-2003,245.67,245.81,244.26,244.8,941
12-02-2003,243.87,244.12,242.7,242.92,381
12-03-2003,242.82,243.61,242.41,243.34,116
12-04-2003,243.38,245.83,243.31,245.83,689
12-05-2003,245.21,246.4,245.01,246.37,622
12-06-2003,246.97,247.29,245.61,245.68,935
12-07-2003,245.21,245.32,242.72,243.47,390
12-08-2003,243.51,244.65,243.23,244.55,553
12-09-2003,244.6,246.48,244.44,245.91,325
12-10-2003,245.76,245.78,244.93,245.22,763
12-11-2003,245.84,246.08,245.12,245.6,118
12-12-2003,244.81,247.37,244.74,247.34,732
12-13-03,246.94,248.53,246.76,248.48,785
12-14-03,247.91,248,246.2,246.38,464
12-15-03,246.8,247.13,245.29,245.66,442
12-16-03,244.81,245.57,244.69,245.45,980
12-17-03,244.53,245.03,244.42,244.76,579
12-18-03,244.03,246.28,244.03,245.97,426
12-19-03,245.97,247.05,245.76,246.73,743
12-20-03,247,247.78,246.93,247.6,682
12-21-03,247.81,248.39,246.86,247.03,197
12-22-03,246.96,247.27,246.73,247.23,912
12-23-03,247.81,248.09,246.57,246.69,389
12-24-03,245.96,247.15,245.61,246.89,172
12-25-03,247.39,247.83,247.17,247.72,293
12-26-03,247.58,248,246.72,246.77,594
12-27-03,245.76,247.5,245.42,247.23,336
12-28-03,247.04,247.43,246.38,246.54,614
12-29-03,246.84,247.16,245.27,245.57,170
12-30-03,245.23,246.1,245.04,246.06,923
12-31-03,245.98,246.52,245.9,246.48,460
01-01-2004,246.08,246.33,245.95,246.3,115
01-02-2004,245.82,246.26,245.25,246.03,991
01-03-2004,245.5,245.87,244.21,244.34,705
01-04-2004,244.08,244.54,244.02,244.52,553
01-05-2004,244.74,244.86,243.95,244.26,518
01-06-2004,244.46,245.94,244.15,245.64,608
01-07-2004,245.86,245.87,244.64,245,480
01-08-2004,244.78,245.39,243.91,245.2,280
01-09-2004,245.33,245.37,244.13,244.61,833
01-10-2004,243.72,246.82,243.46,246.75,527
01-11-2004,246.55,247.77,246.26,247.44,189
01-12-2004,246.62,249.1,246.57,248.8,585
1-13-04,249.61,249.65,248.94,249.06,692
1-14-04,249.09,249.88,249.06,249.76,846
1-15-04,249.57,249.58,249.27,249.39,409
1-16-04,249.68,250.27,248.01,248.05,148
1-17-04,248.45,250.89,247.9,250.36,946
1-18-04,249.86,250.14,249.62,249.72,514
1-19-04,249.28,251.59,249.17,251.06,790
1-20-04,250.1,250.85,249.95,250.64,381
1-21-04,251.07,251.1,249.86,250.16,632
1-22-04,250.59,250.89,249.38,249.51,488
1-23-04,249.91,250.26,249.35,249.78,435
1-24-04,249.95,250.5,248.61,248.75,840
1-25-04,248.85,249.44,248.8,249.31,333
1-26-04,249.77,250.66,249.63,250.61,671
1-27-04,250.84,251.21,250.76,250.95,966
1-28-04,251.24,251.28,250.81,251.24,510
1-29-04,251.38,252.43,251.24,251.79,901
1-30-04,251.67,251.88,250.7,250.9,822
1-31-04,250.81,252.54,250.56,252.47,551
02-01-2004,252.3,253.45,251.96,253.43,974
02-02-2004,253.47,254.89,253.29,254.81,601
02-03-2004,255.26,255.59,251.9,252.43,328
02-04-2004,253.04,253.2,251.06,251.57,898
02-05-2004,251.58,254.32,251.38,254.07,145
02-06-2004,253.75,255.93,253.63,255.88,112
02-07-2004,256.55,256.58,255.48,255.54,974
02-08-2004,255.23,255.69,254.95,255.63,829
02-09-2004,254.38,255.86,254.27,255.72,964
02-10-2004,255.85,255.94,253.4,253.76,607
02-11-2004,254.96,255.04,254.48,254.57,681
02-12-2004,255.21,255.3,254.39,254.39,761
2-13-04,253.99,255.93,253.52,255.69,804
2-14-04,256.46,256.82,255.43,255.71,333
2-15-04,255.31,255.48,255.18,255.31,239
2-16-04,255.77,256.34,255.6,255.96,811
2-17-04,256.54,256.67,255.46,255.62,342
2-18-04,255.94,255.94,254.91,255.02,327
2-19-04,253.81,255.44,253.81,254.93,609
2-20-04,255.03,257.38,254.54,257.15,966
2-21-04,257.27,257.46,256.58,256.72,574
2-22-04,256.81,257.49,256.66,257.07,672
2-23-04,257.5,257.99,257.32,257.76,669
2-24-04,258.04,258.27,256.36,256.56,277
2-25-04,256.69,256.99,255.67,255.91,773
2-26-04,256.04,256.89,256.01,256.51,321
2-27-04,255.55,255.63,253.9,254.15,600
2-28-04,254.35,255.32,254.06,254.86,422
2-29-04,255.55,255.66,254.47,254.98,432
03-01-2004,255.4,255.89,255.15,255.73,925
03-02-2004,255.31,256.68,254.85,256.66,246
03-03-2004,255.91,257.89,255.45,257.27,908
03-04-2004,257.13,257.29,256.33,256.77,859
03-05-2004,256.93,257.4,255.17,255.28,693
03-06-2004,255.17,256.42,255.16,255.89,716
03-07-2004,256,257.2,255.63,256.75,674
03-08-2004,256.88,257.07,256.55,256.8,945
03-09-2004,256.73,256.97,255.78,256.15,655
03-10-2004,256.1,256.17,254.91,255.18,632
03-11-2004,255.52,255.65,253.81,254.03,481
03-12-2004,254.33,256.09,254.3,255.88,509
3-13-04,255.65,256.16,254.33,254.55,744
3-14-04,254.47,254.83,254.08,254.3,538
3-15-04,254.15,255.11,253.66,254.92,808
3-16-04,254.78,255.4,254.6,254.65,720
3-17-04,254.9,255.89,254.68,255.74,446
3-18-04,255.03,255.81,254.87,255.23,437
3-19-04,255.38,255.67,254.92,255.21,602
3-20-04,255.83,257.11,255.63,256.86,250
3-21-04,256.81,257.02,254.92,255.4,267
3-22-04,256.06,256.38,255.65,255.69,400
3-23-04,256.21,256.48,254.57,254.94,976
3-24-04,254.73,254.92,252.89,253.28,623
3-25-04,254.37,254.45,253.35,253.42,294
3-26-04,253.83,254.06,253.06,253.25,794
3-27-04,253.37,254.74,253.06,254.68,826
3-28-04,254.91,254.91,254.63,254.91,332
3-29-04,255.59,255.74,252.32,252.65,805
3-30-04,252.26,254.44,252.19,254.29,740
3-31-04,253.2,254.39,253.07,254.23,281
04-01-2004,254.24,254.87,253.89,254.82,912
04-02-2004,254.41,256.18,254.11,255.76,592
04-03-2004,255.56,255.68,255.38,255.56,769
04-04-2004,255.62,256.01,254.07,254.37,271
04-05-2004,254.84,256.03,254.47,255.89,286
04-06-2004,256.22,256.51,254.91,255.26,583
04-07-2004,255.31,256.73,255.24,256.58,792
04-08-2004,255.85,257.03,255.56,256.94,863
04-09-2004,255.82,256.17,255.51,256.07,365
04-10-2004,256.06,256.45,255.77,256.06,898
04-11-2004,256.49,256.73,255.89,256.07,731
04-12-2004,256.22,257.53,256.18,256.79,684
4-13-04,257.84,257.93,256.57,256.76,458
4-14-04,257.05,258.76,256.77,258.55,526
4-15-04,257.81,258.12,257.27,257.66,743
4-16-04,257.82,258.64,257.82,258.44,445
4-17-04,258.89,259.34,257.52,257.75,105
4-18-04,257.65,257.89,256.91,257.54,825
4-19-04,257.15,258.53,256.83,258.21,738
4-20-04,258.81,259.06,257.29,257.37,199
4-21-04,257.14,257.78,255.54,256.12,695
4-22-04,256.1,256.17,254.65,254.67,901
4-23-04,254.89,255.07,254.44,254.6,884
4-24-04,254.08,254.65,253.9,254.41,198
4-25-04,255.15,256.49,255.04,255.9,247
4-26-04,254.92,255.8,254.72,255.7,436
4-27-04,255.85,256.04,255.72,255.85,191
4-28-04,256.36,256.96,254.42,254.88,241
4-29-04,254.32,254.5,251.8,252.2,811
4-30-04,252.53,252.85,251.78,252.06,975
05-01-2004,251.76,252.64,250.71,252.19,622
05-02-2004,252.28,252.9,252.16,252.41,100
05-03-2004,252.03,252.85,251.96,252.59,327
05-04-2004,252.99,253.23,252.92,253.18,728
05-05-2004,253.21,253.46,251.41,251.48,232
05-06-2004,251.92,253.89,251.75,253.66,237
05-07-2004,253.49,253.51,249.37,249.5,966
05-08-2004,250.23,252.03,249.9,251.71,833
05-09-2004,250.93,252.64,250.75,252.54,177
05-10-2004,251.8,251.91,251.18,251.25,745
05-11-2004,251.45,251.62,250.22,250.48,238
05-12-2004,250.68,250.94,249.74,250.09,684
5-13-04,250.25,250.26,249.55,249.96,745
5-14-04,250.1,250.64,250.06,250.12,890
5-15-04,250.03,250.91,249.73,250.83,370
5-16-04,250.54,250.88,249.73,249.96,868
5-17-04,250.34,250.71,248.79,248.8,466
5-18-04,248.72,249.49,248.43,249.14,793
5-19-04,249.69,249.71,249.35,249.61,699
5-20-04,250.04,250.04,249.28,249.3,387
5-21-04,249.37,249.47,246.87,247.14,630
5-22-04,247.66,248.49,247.4,248.49,546
5-23-04,248.81,249.54,247.01,247.28,251
5-24-04,247.89,248.41,247.79,248.14,835
5-25-04,248.15,248.39,246.35,246.44,633
5-26-04,246.41,247.24,246.17,246.68,768
5-27-04,247.09,247.97,246.91,247.68,513
5-28-04,247.87,248.05,247.23,247.92,259
5-29-04,247.36,250.27,246.82,249.71,969
5-30-04,249.3,249.61,248.97,249.54,702
5-31-04,249.49,249.73,249.12,249.31,943
06-01-2004,249.45,250.05,249.15,249.98,223
06-02-2004,249.79,251.55,249.72,251.43,911
06-03-2004,251.69,252.29,250.8,250.94,743
06-04-2004,251.98,252.4,250.98,251.07,604
06-05-2004,250.92,253.8,250.61,253.37,444
06-06-2004,252.92,255.04,252.87,254.81,789
06-07-2004,253.6,253.62,253.05,253.36,125
06-08-2004,253.16,254.79,253.09,254.36,391
06-09-2004,254.05,254.22,253.16,253.58,784
06-10-2004,253.75,253.85,250.4,250.96,977
06-11-2004,251.47,251.63,249.56,249.89,469
06-12-2004,249.84,250.54,248.8,249.05,671
6-13-04,249.62,250.7,249.05,250.49,181
6-14-04,249.97,251.55,249.93,251.31,368
6-15-04,251.59,251.92,249.33,249.5,757
6-16-04,249.17,249.29,247.53,247.78,849
6-17-04,247.2,247.69,246.63,247.28,162
6-18-04,245.94,247.31,245.93,247.14,994
6-19-04,246.94,248.64,246.82,248.12,793
6-20-04,247.01,247.97,246.88,247.94,387
6-21-04,248.51,248.59,247.98,247.98,806
6-22-04,247.03,247.5,246.96,247.35,837
6-23-04,248.14,248.31,246.96,247.57,462
6-24-04,247.67,247.8,247.42,247.73,322
6-25-04,247.85,248,245.24,246.06,339
6-26-04,246.6,247.06,246.38,246.39,228
6-27-04,246.21,247.27,246.09,247.17,215
6-28-04,246.39,247.74,246.36,247.62,110
6-29-04,247.12,248.63,246.79,248.62,366
6-30-04,248.37,248.41,247.96,247.98,859
07-01-2004,247.88,247.97,246.68,247.04,208
07-02-2004,247.47,247.73,246.64,246.68,458
07-03-2004,246.3,248.32,245.93,247.99,532
07-04-2004,248.38,250,248.27,249.67,731
07-05-2004,250.1,250.21,249.41,249.76,721
07-06-2004,249.61,250.04,248.49,248.6,290
07-07-2004,248.48,248.96,247.92,248.93,775
07-08-2004,248.55,250.42,248.41,250.16,234
07-09-2004,249.51,250.96,249.03,250.82,496
07-10-2004,251.16,251.51,250.39,251.25,505
07-11-2004,251.18,251.23,249.31,249.82,978
07-12-2004,249.62,251.73,249.46,251.5,224
7-13-04,251.6,252.52,251.18,252.01,601
7-14-04,252.01,252.19,250.56,250.82,319
7-15-04,250.69,251.04,250.16,250.87,439
7-16-04,250.94,251.26,249.44,249.72,378
7-17-04,249.96,251.82,249.85,251.44,751
7-18-04,250.92,253.29,250.81,253.27,837
7-19-04,253.46,253.67,252.95,253.22,136
7-20-04,253.06,253.08,249.42,249.72,591
7-21-04,249.86,250.11,249.5,249.74,114
7-22-04,249.64,249.68,248.16,248.82,608
7-23-04,248.71,248.79,247.87,248.09,963
7-24-04,248.25,250.08,248.14,249.17,112
7-25-04,249.36,249.73,249.19,249.61,255
7-26-04,249.28,249.3,247.68,247.78,827
7-27-04,247.91,248.59,247.6,248.09,965
7-28-04,248.34,248.52,246.57,246.72,664
7-29-04,246.42,247.12,246.37,246.84,158
