timestamp,OPEN_PHOENIX_FEATHERS,HIGH_PHOENIX_FEATHERS,LOW_PHOENIX_FEATHERS,CLOSE_PHOENIX_FEATHERS,VOL_PHOENIX_FEATHERS,%change,,date
1289,231.36,231.64,229.94,230.02,126,,,7-12-03
1290,229.96,230.29,229.05,229.09,450,,,7-13-03
1291,229.38,229.85,228.86,228.96,875,,,7-14-03
1292,229.2,230.83,229.02,230.79,800,,,7-15-03
1293,230.62,230.64,228.04,228.37,773,,,7-16-03
1294,227.74,229.65,227.43,229.62,478,,,7-17-03
1295,230.44,230.54,228.6,228.85,116,,,7-18-03
1296,228.8,229.29,227.64,227.8,578,,,7-19-03
1297,228.25,228.58,225.93,226.1,637,,,7-20-03
1298,225.95,228.09,225.45,228,776,,,7-21-03
1299,227.97,229.21,227.83,228.63,556,,,7-22-03
1300,228.85,228.95,228.28,228.64,665,,,7-23-03
1301,229.21,229.64,227.45,227.58,977,,,7-24-03
1302,227.79,230.62,227.28,230.53,703,,,7-25-03
1303,230.35,230.46,228.79,228.99,341,,,7-26-03
1304,229.82,230.68,229.73,230.5,928,,,7-27-03
1305,230.03,231.49,229.63,231.38,552,,,7-28-03
1306,231.25,233.27,230.78,233.03,909,,,7-29-03
1307,232.79,233.91,232.65,233.71,921,,,7-30-03
1308,233.32,234.7,232.97,234.59,396,,,7-31-03
1309,234.69,235.05,234.66,234.76,355,,,8-1-03
1310,235.02,236.63,234.95,236.62,948,,,8-2-03
1311,236.79,237.15,234.77,235.03,632,,,8-3-03
1312,235.27,235.51,233.54,234.02,589,,,8-4-03
1313,233.85,234.76,233.69,234.5,469,,,8-5-03
1314,235.26,235.29,233.03,233.06,904,,,8-6-03
1315,233.17,233.36,230.86,231,371,,,8-7-03
1316,230.54,230.62,230.18,230.32,905,,,8-8-03
1317,229.62,230.01,228.99,229.2,477,,,8-9-03
1318,229.01,230.43,228.91,230.12,294,,,8-10-03
1319,230.81,230.94,229.55,229.85,102,,,8-11-03
1320,228.73,229.6,228.23,229.54,528,,,8-12-03
1321,230.32,231.19,230.29,230.89,771,,,8-13-03
1322,230.89,231.57,230.83,231.45,285,,,8-14-03
1323,231.36,231.48,230.66,230.86,819,,,8-15-03
1324,230.79,231.41,230.43,230.77,552,,,8-16-03
1325,229.89,231.94,229.81,231.76,681,,,8-17-03
1326,232.83,233.18,230.95,231.03,776,,,8-18-03
1327,230.83,231.76,230.45,231.68,766,,,8-19-03
1328,231.44,232.09,228.96,229.27,448,,,8-20-03
1329,229.59,229.66,226.97,227.38,865,,,8-21-03
1330,227.1,228,226.58,227.22,938,,,8-22-03
1331,227.26,228.13,227.16,228.07,263,,,8-23-03
1332,227.64,229.28,227.59,229.21,156,,,8-24-03
1333,229.6,229.86,228.09,228.25,273,,,8-25-03
1334,227.86,229.75,227.62,229.49,668,,,8-26-03
1335,229.33,231.19,228.9,231.17,401,,,8-27-03
1336,232.22,232.56,230.9,231.3,720,,,8-28-03
1337,231.69,232.94,231.48,232.53,121,,,8-29-03
1338,232.65,232.68,232.28,232.4,257,,,8-30-03
1339,233.16,233.55,232.09,232.24,507,,,8-31-03
1340,231.85,232.16,230.24,230.54,636,,,9-1-03
1341,230.44,231.28,230.29,230.6,543,,,9-2-03
1342,230.91,231.14,229.23,229.44,223,,,9-3-03
1343,229.88,230.09,228.44,229.14,344,,,9-4-03
1344,228.91,232.39,228.87,232.13,671,,,9-5-03
1345,231.78,232.17,231.54,231.66,552,,,9-6-03
1346,232.13,232.35,230.63,231.04,965,,,9-7-03
1347,230.48,230.82,229.89,230.25,404,,,9-8-03
1348,230.27,230.74,230.27,230.59,896,,,9-9-03
1349,230.69,232.69,230.43,232.67,547,,,9-10-03
1350,233.17,233.74,231.85,232,245,,,9-11-03
1351,231.22,231.33,230.42,230.7,738,,,9-12-03
1352,230.35,230.54,229.86,230.48,916,,,9-13-03
1353,230.6,230.98,230.53,230.85,157,,,9-14-03
1354,231.33,232.55,231.26,232.07,520,,,9-15-03
1355,232.18,232.56,231.96,232.13,553,,,9-16-03
1356,232.19,232.77,231.83,232.21,842,,,9-17-03
1357,232.04,234.68,231.7,234.17,258,,,9-18-03
1358,235.13,235.15,234.16,234.44,389,,,9-19-03
1359,233.29,233.51,231.94,232.44,802,,,9-20-03
1360,232.31,232.39,230.95,230.96,979,,,9-21-03
1361,231.26,233.03,231.25,233.01,632,,,9-22-03
1362,233.48,233.56,232.59,232.82,711,,,9-23-03
1363,233.5,233.77,231.15,231.17,105,,,9-24-03
1364,231.35,231.37,230.16,230.37,110,,,9-25-03
1365,231.12,231.97,230.74,231.32,270,,,9-26-03
1366,230.83,230.87,229.49,229.98,961,,,9-27-03
1367,229.82,230,229.32,229.46,347,,,9-28-03
1368,229.24,229.56,228.77,229.04,684,,,9-29-03
1369,229.16,230.62,229.04,230.48,265,,,9-30-03
1370,230.9,231.44,229.3,229.33,795,,,10-1-03
1371,229.92,230.99,229.64,230.87,977,,,10-2-03
1372,230.75,230.99,230.15,230.55,685,,,10-3-03
1373,231.05,231.29,229.78,229.9,251,,,10-4-03
1374,230.62,231.47,230.02,231.33,944,,,10-5-03
1375,231.82,232.26,231.51,231.64,875,,,10-6-03
1376,232.69,232.82,230.92,231.21,403,,,10-7-03
1377,231.34,231.42,229.74,230.19,338,,,10-8-03
1378,230.16,231.48,230.09,231.25,947,,,10-9-03
1379,231.3,233.23,231.27,233.2,395,,,10-10-03
1380,233.34,233.55,232.62,232.75,239,,,10-11-03
1381,232.31,232.69,231.6,231.77,962,,,10-12-03
1382,231.15,232.52,231.12,232.29,851,,,10-13-03
1383,233.29,233.53,232.41,232.52,684,,,10-14-03
1384,231.81,232.45,231.65,231.98,826,,,10-15-03
1385,231.51,231.75,230.76,231.09,132,,,10-16-03
1386,231.08,233.48,230.98,233.16,113,,,10-17-03
1387,233.17,233.65,233.04,233.64,935,,,10-18-03
1388,233.7,234.09,233.31,233.57,223,,,10-19-03
1389,233.66,233.68,232.58,233.42,833,,,10-20-03
1390,233.58,235,233.05,234.69,693,,,10-21-03
1391,234.2,234.33,233.34,233.71,299,,,10-22-03
1392,234.11,234.99,234.1,234.41,661,,,10-23-03
1393,235.27,235.48,233.39,233.73,727,,,10-24-03
1394,233.27,235.13,233.17,235.12,178,,,10-25-03
1395,234.15,237.51,233.99,236.89,552,,,10-26-03
1396,236.66,238.61,236.51,238.33,906,,,10-27-03
1397,237.78,240.53,237.32,240.17,654,,,10-28-03
1398,240.1,240.29,238.43,238.79,146,,,10-29-03
1399,239.54,239.77,239.27,239.29,107,,,10-30-03
1400,239.87,240.03,237.94,238.01,183,,,10-31-03
1401,237.63,241.43,237.24,241.32,418,,,11-1-03
1402,241.07,241.31,240.9,241.27,502,,,11-2-03
1403,241.54,241.72,240.87,241.27,787,,,11-3-03
1404,241.18,241.2,239.5,239.71,852,,,11-4-03
1405,239.48,240.16,239.27,239.93,125,,,11-5-03
1406,239.39,240.84,239.36,240.78,987,,,11-6-03
1407,240.83,241.36,238.62,238.99,773,,,11-7-03
1408,238.7,240.7,238.69,240.64,588,,,11-8-03
1409,240.04,241.12,240.01,241.06,401,,,11-9-03
1410,240.62,240.99,240.53,240.57,414,,,11-10-03
1411,241.06,241.37,240.3,240.46,323,,,11-11-03
1412,240.68,240.74,238.56,238.78,239,,,11-12-03
1413,238.87,239.16,238.55,238.68,539,,,11-13-03
1414,238.16,240.81,238.11,240.74,658,,,11-14-03
1415,240.85,241.35,239.22,239.29,587,,,11-15-03
1416,238.58,240.73,238.39,240.62,967,,,11-16-03
1417,240.05,240.19,239.52,239.62,633,,,11-17-03
1418,239.78,240.54,239.74,240.04,691,,,11-18-03
1419,240.13,240.61,239.34,239.34,382,,,11-19-03
1420,239.22,239.35,237.62,238.05,629,,,11-20-03
1421,238.04,241.61,237.6,241.47,518,,,11-21-03
1422,241.14,241.42,239.51,240.28,820,,,11-22-03
1423,240.5,243.13,240.18,242.64,619,,,11-23-03
1424,242.86,245.79,242.73,245.61,156,,,11-24-03
1425,245.79,246.5,245.46,246.46,806,,,11-25-03
1426,246.51,246.98,245.15,245.23,646,,,11-26-03
1427,247.12,247.47,243,243.39,819,,,11-27-03
1428,244.45,244.77,243.81,244.28,709,,,11-28-03
1429,243.99,245.05,243.73,244.87,158,,,11-29-03
1430,245.01,245.19,244.42,245.17,449,,,11-30-03
1431,245.67,245.81,244.26,244.8,941,,,12-1-03
1432,243.87,244.12,242.7,242.92,381,,,12-2-03
1433,242.82,243.61,242.41,243.34,116,,,12-3-03
1434,243.38,245.83,243.31,245.83,689,,,12-4-03
1435,245.21,246.4,245.01,246.37,622,,,12-5-03
1436,246.97,247.29,245.61,245.68,935,,,12-6-03
1437,245.21,245.32,242.72,243.47,390,,,12-7-03
1438,243.51,244.65,243.23,244.55,553,,,12-8-03
1439,244.6,246.48,244.44,245.91,325,,,12-9-03
1440,245.76,245.78,244.93,245.22,763,,,12-10-03
1441,245.84,246.08,245.12,245.6,118,,,12-11-03
1442,244.81,247.37,244.74,247.34,732,,,12-12-03
1443,246.94,248.53,246.76,248.48,785,,,12-13-03
1444,247.91,248,246.2,246.38,464,,,12-14-03
1445,246.8,247.13,245.29,245.66,442,,,12-15-03
1446,244.81,245.57,244.69,245.45,980,,,12-16-03
1447,244.53,245.03,244.42,244.76,579,,,12-17-03
1448,244.03,246.28,244.03,245.97,426,,,12-18-03
1449,245.97,247.05,245.76,246.73,743,,,12-19-03
1450,247,247.78,246.93,247.6,682,,,12-20-03
1451,247.81,248.39,246.86,247.03,197,,,12-21-03
1452,246.96,247.27,246.73,247.23,912,,,12-22-03
1453,247.81,248.09,246.57,246.69,389,,,12-23-03
1454,245.96,247.15,245.61,246.89,172,,,12-24-03
1455,247.39,247.83,247.17,247.72,293,,,12-25-03
1456,247.58,248,246.72,246.77,594,,,12-26-03
1457,245.76,247.5,245.42,247.23,336,,,12-27-03
1458,247.04,247.43,246.38,246.54,614,,,12-28-03
1459,246.84,247.16,245.27,245.57,170,,,12-29-03
1460,245.23,246.1,245.04,246.06,923,,,12-30-03
1461,245.98,246.52,245.9,246.48,460,,,12-31-03
1462,246.08,246.33,245.95,246.3,115,,,1-1-04
1463,245.82,246.26,245.25,246.03,991,,,1-2-04
1464,245.5,245.87,244.21,244.34,705,,,1-3-04
1465,244.08,244.54,244.02,244.52,553,,,1-4-04
1466,244.74,244.86,243.95,244.26,518,,,1-5-04
1467,244.46,245.94,244.15,245.64,608,,,1-6-04
1468,245.86,245.87,244.64,245,480,,,1-7-04
1469,244.78,245.39,243.91,245.2,280,,,1-8-04
1470,245.33,245.37,244.13,244.61,833,,,1-9-04
1471,243.72,246.82,243.46,246.75,527,,,1-10-04
1472,246.55,247.77,246.26,247.44,189,,,1-11-04
1473,246.62,249.1,246.57,248.8,585,,,1-12-04
1474,249.61,249.65,248.94,249.06,692,,,1-13-04
1475,249.09,249.88,249.06,249.76,846,,,1-14-04
1476,249.57,249.58,249.27,249.39,409,,,1-15-04
1477,249.68,250.27,248.01,248.05,148,,,1-16-04
1478,248.45,250.89,247.9,250.36,946,,,1-17-04
1479,249.86,250.14,249.62,249.72,514,,,1-18-04
1480,249.28,251.59,249.17,251.06,790,,,1-19-04
1481,250.1,250.85,249.95,250.64,381,,,1-20-04
1482,251.07,251.1,249.86,250.16,632,,,1-21-04
1483,250.59,250.89,249.38,249.51,488,,,1-22-04
1484,249.91,250.26,249.35,249.78,435,,,1-23-04
1485,249.95,250.5,248.61,248.75,840,,,1-24-04
1486,248.85,249.44,248.8,249.31,333,,,1-25-04
1487,249.77,250.66,249.63,250.61,671,,,1-26-04
1488,250.84,251.21,250.76,250.95,966,,,1-27-04
1489,251.24,251.28,250.81,251.24,510,,,1-28-04
1490,251.38,252.43,251.24,251.79,901,,,1-29-04
1491,251.67,251.88,250.7,250.9,822,,,1-30-04
1492,250.81,252.54,250.56,252.47,551,,,1-31-04
1493,252.3,253.45,251.96,253.43,974,,,2-1-04
1494,253.47,254.89,253.29,254.81,601,,,2-2-04
1495,255.26,255.59,251.9,252.43,328,,,2-3-04
1496,253.04,253.2,251.06,251.57,898,,,2-4-04
1497,251.58,254.32,251.38,254.07,145,,,2-5-04
1498,253.75,255.93,253.63,255.88,112,,,2-6-04
1499,256.55,256.58,255.48,255.54,974,,,2-7-04
1500,255.23,255.69,254.95,255.63,829,,,2-8-04
1501,254.38,255.86,254.27,255.72,964,,,2-9-04
1502,255.85,255.94,253.4,253.76,607,,,2-10-04
1503,254.96,255.04,254.48,254.57,681,,,2-11-04
1504,255.21,255.3,254.39,254.39,761,,,2-12-04
1505,253.99,255.93,253.52,255.69,804,,,2-13-04
1506,256.46,256.82,255.43,255.71,333,,,2-14-04
1507,255.31,255.48,255.18,255.31,239,,,2-15-04
1508,255.77,256.34,255.6,255.96,811,,,2-16-04
1509,256.54,256.67,255.46,255.62,342,,,2-17-04
1510,255.94,255.94,254.91,255.02,327,,,2-18-04
1511,253.81,255.44,253.81,254.93,609,,,2-19-04
1512,255.03,257.38,254.54,257.15,966,,,2-20-04
1513,257.27,257.46,256.58,256.72,574,,,2-21-04
1514,256.81,257.49,256.66,257.07,672,,,2-22-04
1515,257.5,257.99,257.32,257.76,669,,,2-23-04
1516,258.04,258.27,256.36,256.56,277,,,2-24-04
1517,256.69,256.99,255.67,255.91,773,,,2-25-04
1518,256.04,256.89,256.01,256.51,321,,,2-26-04
1519,255.55,255.63,253.9,254.15,600,,,2-27-04
1520,254.35,255.32,254.06,254.86,422,,,2-28-04
1521,255.55,255.66,254.47,254.98,432,,,2-29-04
1522,255.4,255.89,255.15,255.73,925,,,3-1-04
1523,255.31,256.68,254.85,256.66,246,,,3-2-04
1524,255.91,257.89,255.45,257.27,908,,,3-3-04
1525,257.13,257.29,256.33,256.77,859,,,3-4-04
1526,256.93,257.4,255.17,255.28,693,,,3-5-04
1527,255.17,256.42,255.16,255.89,716,,,3-6-04
1528,256,257.2,255.63,256.75,674,,,3-7-04
1529,256.88,257.07,256.55,256.8,945,,,3-8-04
1530,256.73,256.97,255.78,256.15,655,,,3-9-04
1531,256.1,256.17,254.91,255.18,632,,,3-10-04
1532,255.52,255.65,253.81,254.03,481,,,3-11-04
1533,254.33,256.09,254.3,255.88,509,,,3-12-04
1534,255.65,256.16,254.33,254.55,744,,,3-13-04
1535,254.47,254.83,254.08,254.3,538,,,3-14-04
1536,254.15,255.11,253.66,254.92,808,,,3-15-04
1537,254.78,255.4,254.6,254.65,720,,,3-16-04
1538,254.9,255.89,254.68,255.74,446,,,3-17-04
1539,255.03,255.81,254.87,255.23,437,,,3-18-04
1540,255.38,255.67,254.92,255.21,602,,,3-19-04
1541,255.83,257.11,255.63,256.86,250,,,3-20-04
1542,256.81,257.02,254.92,255.4,267,,,3-21-04
1543,256.06,256.38,255.65,255.69,400,,,3-22-04
1544,256.21,256.48,254.57,254.94,976,,,3-23-04
1545,254.73,254.92,252.89,253.28,623,,,3-24-04
1546,254.37,254.45,253.35,253.42,294,,,3-25-04
1547,253.83,254.06,253.06,253.25,794,,,3-26-04
1548,253.37,254.74,253.06,254.68,826,,,3-27-04
1549,254.91,254.91,254.63,254.91,332,,,3-28-04
1550,255.59,255.74,252.32,252.65,805,,,3-29-04
1551,252.26,254.44,252.19,254.29,740,,,3-30-04
1552,253.2,254.39,253.07,254.23,281,,,3-31-04
1553,254.24,254.87,253.89,254.82,912,,,4-1-04
1554,254.41,256.18,254.11,255.76,592,,,4-2-04
1555,255.56,255.68,255.38,255.56,769,,,4-3-04
1556,255.62,256.01,254.07,254.37,271,,,4-4-04
1557,254.84,256.03,254.47,255.89,286,,,4-5-04
1558,256.22,256.51,254.91,255.26,583,,,4-6-04
1559,255.31,256.73,255.24,256.58,792,,,4-7-04
1560,255.85,257.03,255.56,256.94,863,,,4-8-04
1561,255.82,256.17,255.51,256.07,365,,,4-9-04
1562,256.06,256.45,255.77,256.06,898,,,4-10-04
1563,256.49,256.73,255.89,256.07,731,,,4-11-04
1564,256.22,257.53,256.18,256.79,684,,,4-12-04
1565,257.84,257.93,256.57,256.76,458,,,4-13-04
1566,257.05,258.76,256.77,258.55,526,,,4-14-04
1567,257.81,258.12,257.27,257.66,743,,,4-15-04
1568,257.82,258.64,257.82,258.44,445,,,4-16-04
1569,258.89,259.34,257.52,257.75,105,,,4-17-04
1570,257.65,257.89,256.91,257.54,825,,,4-18-04
1571,257.15,258.53,256.83,258.21,738,,,4-19-04
1572,258.81,259.06,257.29,257.37,199,,,4-20-04
1573,257.14,257.78,255.54,256.12,695,,,4-21-04
1574,256.1,256.17,254.65,254.67,901,,,4-22-04
1575,254.89,255.07,254.44,254.6,884,,,4-23-04
1576,254.08,254.65,253.9,254.41,198,,,4-24-04
1577,255.15,256.49,255.04,255.9,247,,,4-25-04
1578,254.92,255.8,254.72,255.7,436,,,4-26-04
1579,255.85,256.04,255.72,255.85,191,,,4-27-04
1580,256.36,256.96,254.42,254.88,241,,,4-28-04
1581,254.32,254.5,251.8,252.2,811,,,4-29-04
1582,252.53,252.85,251.78,252.06,975,,,4-30-04
1583,251.76,252.64,250.71,252.19,622,,,5-1-04
1584,252.28,252.9,252.16,252.41,100,,,5-2-04
1585,252.03,252.85,251.96,252.59,327,,,5-3-04
1586,252.99,253.23,252.92,253.18,728,,,5-4-04
1587,253.21,253.46,251.41,251.48,232,,,5-5-04
1588,251.92,253.89,251.75,253.66,237,,,5-6-04
1589,253.49,253.51,249.37,249.5,966,,,5-7-04
1590,250.23,252.03,249.9,251.71,833,,,5-8-04
1591,250.93,252.64,250.75,252.54,177,,,5-9-04
1592,251.8,251.91,251.18,251.25,745,,,5-10-04
1593,251.45,251.62,250.22,250.48,238,,,5-11-04
1594,250.68,250.94,249.74,250.09,684,,,5-12-04
1595,250.25,250.26,249.55,249.96,745,,,5-13-04
1596,250.1,250.64,250.06,250.12,890,,,5-14-04
1597,250.03,250.91,249.73,250.83,370,,,5-15-04
1598,250.54,250.88,249.73,249.96,868,,,5-16-04
1599,250.34,250.71,248.79,248.8,466,,,5-17-04
1600,248.72,249.49,248.43,249.14,793,,,5-18-04
1601,249.69,249.71,249.35,249.61,699,,,5-19-04
1602,250.04,250.04,249.28,249.3,387,,,5-20-04
1603,249.37,249.47,246.87,247.14,630,,,5-21-04
1604,247.66,248.49,247.4,248.49,546,,,5-22-04
1605,248.81,249.54,247.01,247.28,251,,,5-23-04
1606,247.89,248.41,247.79,248.14,835,,,5-24-04
1607,248.15,248.39,246.35,246.44,633,,,5-25-04
1608,246.41,247.24,246.17,246.68,768,,,5-26-04
1609,247.09,247.97,246.91,247.68,513,,,5-27-04
1610,247.87,248.05,247.23,247.92,259,,,5-28-04
1611,247.36,250.27,246.82,249.71,969,,,5-29-04
1612,249.3,249.61,248.97,249.54,702,,,5-30-04
1613,249.49,249.73,249.12,249.31,943,,,5-31-04
1614,249.45,250.05,249.15,249.98,223,,,6-1-04
1615,249.79,251.55,249.72,251.43,911,,,6-2-04
1616,251.69,252.29,250.8,250.94,743,,,6-3-04
1617,251.98,252.4,250.98,251.07,604,,,6-4-04
1618,250.92,253.8,250.61,253.37,444,,,6-5-04
1619,252.92,255.04,252.87,254.81,789,,,6-6-04
1620,253.6,253.62,253.05,253.36,125,,,6-7-04
1621,253.16,254.79,253.09,254.36,391,,,6-8-04
1622,254.05,254.22,253.16,253.58,784,,,6-9-04
1623,253.75,253.85,250.4,250.96,977,,,6-10-04
1624,251.47,251.63,249.56,249.89,469,,,6-11-04
1625,249.84,250.54,248.8,249.05,671,,,6-12-04
1626,249.62,250.7,249.05,250.49,181,,,6-13-04
1627,249.97,251.55,249.93,251.31,368,,,6-14-04
1628,251.59,251.92,249.33,249.5,757,,,6-15-04
1629,249.17,249.29,247.53,247.78,849,,,6-16-04
1630,247.2,247.69,246.63,247.28,162,,,6-17-04
1631,245.94,247.31,245.93,247.14,994,,,6-18-04
1632,246.94,248.64,246.82,248.12,793,,,6-19-04
1633,247.01,247.97,246.88,247.94,387,,,6-20-04
1634,248.51,248.59,247.98,247.98,806,,,6-21-04
1635,247.03,247.5,246.96,247.35,837,,,6-22-04
1636,248.14,248.31,246.96,247.57,462,,,6-23-04
1637,247.67,247.8,247.42,247.73,322,,,6-24-04
1638,247.85,248,245.24,246.06,339,,,6-25-04
1639,246.6,247.06,246.38,246.39,228,,,6-26-04
1640,246.21,247.27,246.09,247.17,215,,,6-27-04
1641,246.39,247.74,246.36,247.62,110,,,6-28-04
1642,247.12,248.63,246.79,248.62,366,,,6-29-04
1643,248.37,248.41,247.96,247.98,859,,,6-30-04
1644,247.88,247.97,246.68,247.04,208,,,7-1-04
1645,247.47,247.73,246.64,246.68,458,,,7-2-04
1646,246.3,248.32,245.93,247.99,532,,,7-3-04
1647,248.38,250,248.27,249.67,731,,,7-4-04
1648,250.1,250.21,249.41,249.76,721,,,7-5-04
1649,249.61,250.04,248.49,248.6,290,,,7-6-04
1650,248.48,248.96,247.92,248.93,775,,,7-7-04
1651,248.55,250.42,248.41,250.16,234,,,7-8-04
1652,249.51,250.96,249.03,250.82,496,,,7-9-04
1653,251.16,251.51,250.39,251.25,505,,,7-10-04
1654,251.18,251.23,249.31,249.82,978,,,7-11-04
1655,249.62,251.73,249.46,251.5,224,,,7-12-04
1656,251.6,252.52,251.18,252.01,601,,,7-13-04
1657,252.01,252.19,250.56,250.82,319,,,7-14-04
1658,250.69,251.04,250.16,250.87,439,,,7-15-04
1659,250.94,251.26,249.44,249.72,378,,,7-16-04
1660,249.96,251.82,249.85,251.44,751,,,7-17-04
1661,250.92,253.29,250.81,253.27,837,,,7-18-04
1662,253.46,253.67,252.95,253.22,136,,,7-19-04
1663,253.06,253.08,249.42,249.72,591,,,7-20-04
1664,249.86,250.11,249.5,249.74,114,,,7-21-04
1665,249.64,249.68,248.16,248.82,608,,,7-22-04
1666,248.71,248.79,247.87,248.09,963,,,7-23-04
1667,248.25,250.08,248.14,249.17,112,,,7-24-04
1668,249.36,249.73,249.19,249.61,255,,,7-25-04
1669,249.28,249.3,247.68,247.78,827,,,7-26-04
1670,247.91,248.59,247.6,248.09,965,,,7-27-04
1671,248.34,248.52,246.57,246.72,664,,,7-28-04
1672,246.42,247.12,246.37,246.84,158,,,7-29-04
1673,247.2,247.4,246.31,246.5,591,,,7-30-04
1674,247.46,247.64,243.8,244.41,244,,,7-31-04
1675,244.79,244.8,243.95,244.27,429,,,8-1-04
1676,243.9,244.65,243.79,244.64,587,,,8-2-04
1677,243.81,244.27,243.61,244.08,900,,,8-3-04
1678,243.96,244.08,242.82,243.08,760,,,8-4-04
1679,242.85,244.94,242.72,244.53,705,,,8-5-04
1680,245.05,245.2,244.37,244.4,820,,,8-6-04
1681,245.04,245.18,243.6,243.99,287,,,8-7-04
1682,244.86,245.04,243.64,243.92,566,,,8-8-04
1683,244.65,244.76,244.45,244.74,490,,,8-9-04
1684,245.24,245.63,244.8,245.17,166,,,8-10-04
1685,245.43,245.87,245.03,245.84,939,,,8-11-04
1686,246.29,247.07,244.31,244.7,159,,,8-12-04
1687,245.43,245.69,244.62,244.88,821,,,8-13-04
1688,245.49,245.91,245.1,245.88,382,,,8-14-04
1689,246.26,246.4,243.45,243.75,790,,,8-15-04
1690,244.32,245.79,244.26,245.52,873,,,8-16-04
1691,244.56,244.76,244.35,244.69,177,,,8-17-04
1692,245.07,245.26,244.07,244.49,356,,,8-18-04
1693,244.01,244.04,242.04,242.38,175,,,8-19-04
1694,242.05,242.24,241.51,241.83,319,,,8-20-04
1695,241.07,244.17,240.94,244.12,823,,,8-21-04
1696,244.03,244.27,241.98,242.48,266,,,8-22-04
1697,243.01,243.97,242.73,243.62,384,,,8-23-04
1698,243,244.97,243,244.55,249,,,8-24-04
1699,244.05,245.5,243.56,245.09,672,,,8-25-04
1700,244.53,244.78,243.17,243.51,966,,,8-26-04
1701,244.22,244.98,243.46,243.73,112,,,8-27-04
1702,244.39,244.62,242.77,242.85,533,,,8-28-04
1703,243.18,243.34,242.38,242.67,332,,,8-29-04
1704,242.76,244.49,242.58,244.23,169,,,8-30-04
1705,244.17,244.2,241.07,241.39,868,,,8-31-04
1706,240.84,240.89,240.39,240.41,714,,,9-1-04
1707,239.09,240.72,238.95,240.61,806,,,9-2-04
1708,239.58,241.09,239.43,240.51,721,,,9-3-04
1709,241.12,241.29,239.66,239.83,101,,,9-4-04
1710,240.6,240.89,240.25,240.41,574,,,9-5-04
1711,240.12,240.26,239.29,239.32,669,,,9-6-04
1712,239.02,242.14,238.74,242.11,677,,,9-7-04
1713,241.79,242.15,241.22,241.29,867,,,9-8-04
1714,241.83,242.05,241.41,241.71,784,,,9-9-04
1715,242.17,242.31,241.65,241.75,698,,,9-10-04
1716,241.94,242.34,241.29,241.44,653,,,9-11-04
1717,240.95,242.73,240.62,242.71,128,,,9-12-04
1718,242.38,243.18,241.96,242.94,889,,,9-13-04
1719,242.6,242.65,241.79,242.08,156,,,9-14-04
1720,241.57,241.74,240.63,240.71,192,,,9-15-04
1721,240.36,240.76,239.44,239.57,991,,,9-16-04
1722,238.95,240.63,238.86,240.43,882,,,9-17-04
1723,240.53,240.94,240.4,240.92,973,,,9-18-04
1724,240.5,240.62,240.3,240.59,734,,,9-19-04
1725,240.68,241.32,240.19,241.21,923,,,9-20-04
1726,241.07,241.22,240.13,240.8,578,,,9-21-04
1727,240.14,242.73,240.02,242.49,515,,,9-22-04
1728,242.6,242.96,242.03,242.64,244,,,9-23-04
1729,242.69,242.96,242.28,242.82,855,,,9-24-04
1730,242.46,242.61,241.92,242.06,589,,,9-25-04
1731,241.37,242.24,241,242.07,938,,,9-26-04
1732,242.99,243.17,241.94,241.95,752,,,9-27-04
1733,243.01,243.16,242.36,242.78,985,,,9-28-04
1734,243.38,243.73,241.84,242.12,629,,,9-29-04
1735,241.8,243.4,241.2,243.18,560,,,9-30-04
1736,242.52,242.63,242.14,242.23,245,,,10-1-04
1737,242.85,242.96,241.68,241.71,223,,,10-2-04
1738,243.11,243.34,240.59,241.35,304,,,10-3-04
1739,240.97,243.15,240.59,243.03,298,,,10-4-04
1740,243.36,243.53,240.99,241.12,641,,,10-5-04
1741,241.52,242.57,241.35,242.3,960,,,10-6-04
1742,242.05,242.08,241.75,241.85,713,,,10-7-04
1743,242.12,243.27,241.9,243.2,655,,,10-8-04
1744,243.31,244.76,243.09,244.25,476,,,10-9-04
1745,243.58,244.04,243.13,243.31,530,,,10-10-04
1746,243.35,243.74,242.64,242.77,331,,,10-11-04
1747,242.95,243.39,242.01,242.18,113,,,10-12-04
1748,243.09,243.2,240.8,240.87,116,,,10-13-04
1749,241.53,241.55,239.96,240.43,157,,,10-14-04
1750,240.33,240.82,237.88,238.37,663,,,10-15-04
1751,238.96,239.27,236.41,236.98,149,,,10-16-04
1752,236.18,238.53,236.11,238.34,280,,,10-17-04
1753,238.42,240.41,237.31,240.25,166,,,10-18-04
1754,239.43,242.77,239.12,242.5,186,,,10-19-04
1755,242.57,242.61,241.79,241.86,366,,,10-20-04
1756,242.45,242.53,241.38,242.1,475,,,10-21-04
1757,242.43,242.66,239.14,239.72,717,,,10-22-04
1758,239.09,239.6,239.08,239.23,567,,,10-23-04
1759,239.34,239.63,238.24,238.65,140,,,10-24-04
1760,238.41,239.27,238.35,239.19,468,,,10-25-04
1761,238.89,239.16,238.54,238.6,191,,,10-26-04
1762,238.8,239.61,238.18,239.41,594,,,10-27-04
1763,239.52,241.27,239.29,241.17,103,,,10-28-04
1764,241.13,242.74,240.99,242.34,666,,,10-29-04
1765,241.96,242.28,241.64,241.71,992,,,10-30-04
1766,241.89,242.54,239.11,239.3,660,,,10-31-04
1767,240.25,241.02,237.11,237.19,817,,,11-1-04
1768,236.77,237.01,236.09,236.54,869,,,11-2-04
